	token	upos	ner
1081	triumph	NOUN	O
1082	destruction	NOUN	O
1083	destruction	NOUN	O
1084	causes	NOUN	O
1085	causes	NOUN	O
1086	offerings	NOUN	O
1087	offerings	NOUN	O
1088	offerings	NOUN	O
1089	offerings	NOUN	O
1090	offerings	NOUN	O
1091	falsehood	NOUN	O
1092	falsehood	NOUN	O
1093	falsehood	NOUN	O
1094	falsehood	NOUN	O
1095	falsehood	NOUN	O
1096	chariot	NOUN	O
1097	chariot	NOUN	O
1098	cedars	NOUN	O
1099	cedars	NOUN	O
1100	cedars	NOUN	O
1101	thoughts	NOUN	O
1102	thoughts	NOUN	O
1103	thoughts	NOUN	O
1104	patience	NOUN	O
1105	oil	NOUN	O
1106	oil	NOUN	O
1107	oil	NOUN	O
1108	ground	NOUN	O
1109	ground	NOUN	O
1110	seed	NOUN	O
1111	seed	NOUN	O
1112	seed	NOUN	O
1113	seed	NOUN	O
1114	seed	NOUN	O
1115	portion	NOUN	O
1116	portion	NOUN	O
1117	portion	NOUN	O
1118	portion	NOUN	O
1119	River	PROPN	S-LOC
1120	dens	NOUN	O
1121	horn	NOUN	O
1122	horn	NOUN	O
1123	axes	NOUN	O
1124	Friend	NOUN	O
1125	Release	VERB	O
1126	nobles	NOUN	O
1127	nobles	NOUN	O
1128	nobles	NOUN	O
1129	nobles	NOUN	O
1130	nobles	NOUN	O
1131	letter	NOUN	O
1132	sweep	VERB	O
1133	shepherd	NOUN	O
1134	shepherd	NOUN	O
1135	shepherd	NOUN	O
1136	tens	NOUN	B-CARDINAL
1137	garments	NOUN	O
1138	fat	NOUN	O
1139	fat	NOUN	O
1140	sorrow	NOUN	O
1141	sorrow	NOUN	O
1142	writers	NOUN	O
1143	Rome	PROPN	S-GPE
1144	kingdoms	NOUN	O
1145	kingdoms	NOUN	O
1146	kingdoms	NOUN	O
1147	pigs	NOUN	O
1148	ranks	NOUN	O
1149	villages	NOUN	O
1150	instigator	NOUN	O
1151	pits	NOUN	O
1152	help	VERB	O
1153	rings	NOUN	O
1154	reminder	NOUN	O
1155	wonders	NOUN	O
1156	wonders	NOUN	O
1157	wonders	NOUN	O
1158	dwells	VERB	O
1159	pit	NOUN	O
1160	pit	NOUN	O
1161	pit	NOUN	O
1162	singing	NOUN	O
1163	doorkeeper	NOUN	O
1164	doorkeeper	NOUN	O
1165	cups	NOUN	O
1166	calves	NOUN	O
1167	roots	NOUN	O
1168	roots	NOUN	O
1169	wares	NOUN	O
1170	Aaron	PROPN	S-PERSON
1171	Aaron	PROPN	S-PERSON
1172	Aaron	PROPN	S-PERSON
1173	Aaron	PROPN	S-PERSON
1174	Aaron	PROPN	S-PERSON
1175	knowledge	NOUN	O
1176	knowledge	NOUN	O
1177	mankind	NOUN	O
1178	mankind	NOUN	O
1179	rage	VERB	O
1180	enemy	NOUN	O
1181	enemy	NOUN	O
1182	Jerusalem	PROPN	S-GPE
1183	Jerusalem	PROPN	S-GPE
1184	Jerusalem	PROPN	S-GPE
1185	Jerusalem	PROPN	S-GPE
1186	Jerusalem	PROPN	S-GPE
1187	Sarah	PROPN	S-PERSON
1188	Sarah	PROPN	S-PERSON
1189	sight	NOUN	O
1190	sight	NOUN	O
1191	sight	NOUN	O
1192	sight	NOUN	O
1193	sight	NOUN	O
1194	custom	NOUN	O
1195	custom	NOUN	O
1196	dreams	NOUN	O
1197	firstborn	NOUN	O
1198	bonds	NOUN	O
1199	anyone	PRON	O
1200	anyone	PRON	O
1201	living	VERB	O
1202	fierceness	NOUN	O
1203	fierceness	NOUN	O
1204	fierceness	NOUN	O
1205	fierceness	NOUN	O
1206	hawk	NOUN	O
1207	fall	NOUN	O
1208	fall	VERB	O
1209	liver	NOUN	O
1210	widows	NOUN	O
1211	servant	NOUN	O
1212	servant	NOUN	O
1213	servant	NOUN	O
1214	servant	NOUN	O
1215	servant	NOUN	O
1216	generations	NOUN	O
1217	generations	NOUN	O
1218	generations	NOUN	O
1219	generations	NOUN	O
1220	generations	NOUN	O
1221	inhabitant	NOUN	O
1222	inhabitant	NOUN	O
1223	inhabitant	NOUN	O
1224	inhabitant	NOUN	O
1225	inhabitant	NOUN	O
1226	flower	NOUN	O
1227	habitation	NOUN	O
1228	habitation	NOUN	O
1229	habitation	NOUN	O
1230	habitation	NOUN	O
1231	worshipper	NOUN	O
1232	Joseph	PROPN	S-PERSON
1233	Joseph	PROPN	S-PERSON
1234	Joseph	PROPN	S-PERSON
1235	Joseph	PROPN	S-PERSON
1236	Joseph	PROPN	S-PERSON
1237	instruments	NOUN	O
1238	instruments	NOUN	O
1239	horns	NOUN	O
1240	horns	NOUN	O
1241	horsemen	NOUN	O
1242	evil	NOUN	O
1243	ropes	NOUN	O
1244	chains	NOUN	O
1245	faithful	ADJ	O
1246	faithful	ADJ	O
1247	officers	NOUN	O
1248	officers	NOUN	O
1249	officers	NOUN	O
1250	Elijah	PROPN	S-PERSON
1251	Elijah	PROPN	S-PERSON
1252	Elijah	PROPN	S-PERSON
1253	Elijah	PROPN	B-PERSON
1254	Elijah	PROPN	S-PERSON
1255	captains	NOUN	O
1256	captains	NOUN	O
1257	garment	NOUN	O
1258	Simon	PROPN	B-PERSON
1259	Simon	PROPN	S-PERSON
1260	Simon	PROPN	B-PERSON
1261	Simon	PROPN	S-PERSON
1262	camps	NOUN	O
1263	Conscience	NOUN	O
1264	strips	NOUN	O
1265	dishonor	NOUN	O
1266	dishonor	NOUN	O
1267	monster	NOUN	O
1268	burden	NOUN	O
1269	burden	NOUN	O
1270	burden	NOUN	O
1271	garlic	NOUN	O
1272	peoples	NOUN	O
1273	peoples	NOUN	O
1274	peoples	NOUN	O
1275	paths	NOUN	O
1276	idols	NOUN	O
1277	idols	NOUN	O
1278	idols	NOUN	O
1279	idols	NOUN	O
1280	idols	NOUN	O
1281	behold	INTJ	O
1282	behold	INTJ	O
1283	behold	INTJ	O
1284	behold	INTJ	O
1285	behold	INTJ	O
1286	pains	NOUN	O
1287	witness	NOUN	O
1288	coals	NOUN	O
1289	resurrection	NOUN	O
1290	ram	NOUN	O
1291	ram	NOUN	O
1292	ram	NOUN	O
1293	prophet	NOUN	O
1294	prophet	NOUN	O
1295	prophet	NOUN	O
1296	prophet	NOUN	O
1297	prophet	NOUN	O
1298	merchandise	NOUN	O
1299	merchandise	NOUN	O
1300	pity	NOUN	O
1301	Jacob	PROPN	S-PERSON
1302	Jacob	PROPN	S-PERSON
1303	Jacob	PROPN	S-PERSON
1304	Jacob	PROPN	S-PERSON
1305	Jacob	PROPN	S-PERSON
1306	affairs	NOUN	O
1307	mint	NOUN	O
1308	Cut	VERB	O
1309	fear	VERB	O
1310	Daniel	PROPN	S-PERSON
1311	Daniel	PROPN	S-PERSON
1312	Daniel	PROPN	S-PERSON
1313	Daniel	PROPN	S-PERSON
1314	excellence	NOUN	O
1315	exchange	VERB	O
1316	fearfulness	NOUN	O
1317	fearfulness	NOUN	O
1318	fearfulness	NOUN	O
1319	goings	NOUN	O
1320	goings	NOUN	O
1321	overlay	VERB	O
1322	overlay	VERB	O
1323	breaches	NOUN	O
1324	breaches	NOUN	O
1325	pleads	VERB	O
1326	descendants	NOUN	O
1327	chews	VERB	O
1328	council	NOUN	O
1329	council	NOUN	O
1330	ends	NOUN	O
1331	ends	NOUN	O
1332	footstool	NOUN	O
1333	footstool	NOUN	O
1334	footstool	NOUN	O
1335	footstool	NOUN	O
1336	circumcision	NOUN	O
1337	circumcision	NOUN	O
1338	circumcision	NOUN	O
1339	answers	VERB	O
1340	Gladness	NOUN	O
1341	Gladness	NOUN	O
1342	sicknesses	NOUN	O
1343	locust	NOUN	O
1344	roast	VERB	O
1345	lady	NOUN	O
1346	captivity	NOUN	O
1347	captivity	NOUN	O
1348	captivity	NOUN	O
1349	captivity	NOUN	O
1350	testimony	NOUN	O
1351	testimony	NOUN	O
1352	testimony	NOUN	O
1353	testimony	NOUN	O
1354	altars	NOUN	O
1355	altars	NOUN	O
1356	altars	NOUN	O
1357	altars	NOUN	O
1358	midst	NOUN	O
1359	midst	NOUN	O
1360	midst	NOUN	O
1361	midst	NOUN	O
1362	midst	NOUN	O
1363	wrath	NOUN	O
1364	wrath	NOUN	O
1365	wrath	NOUN	O
1366	wrath	NOUN	O
1367	wrath	NOUN	O
1368	Stretch	VERB	O
1369	vessel	NOUN	O
1370	adultery	NOUN	O
1371	adultery	NOUN	O
1372	pomegranate	NOUN	O
1373	pomegranate	NOUN	O
1374	pomegranate	NOUN	O
1375	pomegranate	NOUN	O
1376	possession	NOUN	O
1377	possession	NOUN	O
1378	possession	NOUN	O
1379	possession	NOUN	O
1380	possession	NOUN	O
1381	shoulder	NOUN	O
1382	News	PROPN	E-ORG
1383	News	PROPN	E-WORK_OF_ART
1384	sides	NOUN	O
1385	couch	NOUN	O
1386	dungeon	NOUN	O
1387	dungeon	NOUN	O
1388	jailer	NOUN	O
1389	hairs	NOUN	O
1390	captain	NOUN	O
1391	womb	NOUN	O
1392	nails	NOUN	O
1393	highway	NOUN	O
1394	highway	NOUN	O
1395	highway	NOUN	O
1396	virgins	NOUN	O
1397	temples	NOUN	O
1398	hour	NOUN	E-TIME
1399	hour	NOUN	E-TIME
1400	whisper	NOUN	O
1401	Sit	VERB	O
1402	wheels	NOUN	O
1403	wheels	NOUN	O
1404	Adam	PROPN	S-PERSON
1405	Matthew	PROPN	S-PERSON
1406	cedar	NOUN	O
1407	cedar	NOUN	O
1408	produce	NOUN	O
1409	baldness	NOUN	O
1410	rain	NOUN	O
1411	authority	NOUN	O
1412	harm	NOUN	O
1413	magician	NOUN	O
1414	vanity	NOUN	O
1415	vanity	NOUN	O
1416	vanity	NOUN	O
1417	fullness	NOUN	O
1418	fullness	NOUN	O
1419	fullness	NOUN	O
1420	fullness	NOUN	O
1421	Spirit	NOUN	O
1422	Spirit	NOUN	O
1423	Spirit	PROPN	E-ORG
1424	Spirit	PROPN	I-WORK_OF_ART
1425	Spirit	PROPN	O
1426	seashore	NOUN	O
1427	fig	NOUN	O
1428	perfection	NOUN	O
1429	residue	NOUN	O
1430	residue	NOUN	O
1431	rams	NOUN	O
1432	rams	NOUN	O
1433	company	NOUN	O
1434	governors	NOUN	O
1435	governors	NOUN	O
1436	wires	NOUN	O
1437	blast	NOUN	O
1438	blast	NOUN	O
1439	scorpions	NOUN	O
1440	Righteous	ADJ	O
1441	accusers	NOUN	O
1442	accusers	NOUN	O
1443	accusers	NOUN	O
1444	farmer	NOUN	O
1445	treasures	NOUN	O
1446	treasures	NOUN	O
1447	condemnation	NOUN	O
1448	condemnation	NOUN	O
1449	condemnation	NOUN	O
1450	hook	NOUN	O
1451	grasshoppers	NOUN	O
1452	winds	NOUN	O
1453	cluster	NOUN	O
1454	sowing	NOUN	O
1455	Jezebel	PROPN	O
1456	Jezebel	PROPN	S-PERSON
1457	vengeance	NOUN	O
1458	vengeance	NOUN	O
1459	scribe	NOUN	O
1460	scribe	NOUN	O
1461	scribe	NOUN	O
1462	scribe	NOUN	O
1463	scribe	NOUN	O
1464	tribute	NOUN	O
1465	tribute	NOUN	O
1466	tribute	NOUN	O
1467	doers	NOUN	O
1468	foundation	NOUN	O
1469	boundaries	NOUN	O
1470	ostriches	NOUN	O
1471	commandments	NOUN	O
1472	commandments	NOUN	O
1473	commandments	NOUN	O
1474	commandments	NOUN	O
1475	prey	NOUN	O
1476	dominion	NOUN	O
1477	dominion	NOUN	O
1478	dominion	NOUN	O
1479	fortresses	NOUN	O
1480	fortresses	NOUN	O
1481	mustard	NOUN	O
1482	dragon	NOUN	O
1483	dragon	NOUN	O
1484	shoulders	NOUN	O
1485	repayment	NOUN	O
1486	sack	NOUN	O
1487	networks	NOUN	O
1488	trap	VERB	O
1489	trap	NOUN	O
1490	scepter	NOUN	O
1491	love	NOUN	O
1492	Faithful	PROPN	E-WORK_OF_ART
1493	Lamb	PROPN	S-PERSON
1494	Lamb	PROPN	O
1495	Lamb	NOUN	S-PERSON
1496	neighbors	NOUN	O
1497	temple	NOUN	O
1498	temple	NOUN	O
1499	robe	NOUN	O
1500	robe	NOUN	O
1501	sacks	NOUN	O
1502	Pharaoh	PROPN	S-PERSON
1503	Pharaoh	PROPN	S-PERSON
1504	Pharaoh	PROPN	S-PERSON
1505	Pharaoh	PROPN	S-PERSON
1506	Pharaoh	PROPN	S-PERSON
1507	works	NOUN	O
1508	multitudes	NOUN	O
1509	multitudes	NOUN	O
1510	multitudes	NOUN	O
1511	multitudes	NOUN	O
1512	multitudes	NOUN	O
1513	Babylon	PROPN	S-GPE
1514	Babylon	PROPN	S-GPE
1515	Babylon	PROPN	S-GPE
1516	snares	NOUN	O
1517	snares	NOUN	O
1518	snares	NOUN	O
1519	snares	NOUN	O
1520	comforters	NOUN	O
1521	comforters	NOUN	O
1522	Woman	NOUN	O
1523	workers	NOUN	O
1524	Shem	PROPN	O
1525	Shem	PROPN	S-PERSON
1526	Shem	PROPN	S-NORP
1527	Shem	PROPN	B-WORK_OF_ART
1528	Shem	PROPN	S-PERSON
1529	webs	NOUN	O
1530	southward	ADV	O
1531	southward	NOUN	O
1532	infant	NOUN	O
1533	towel	NOUN	O
1534	coin	NOUN	O
1535	quietness	NOUN	O
1536	secret	NOUN	O
1537	whole	ADJ	O
1538	interpretation	NOUN	O
1539	interpretation	NOUN	O
1540	hundreds	NOUN	S-CARDINAL
1541	restriction	NOUN	O
1542	Wolves	NOUN	O
1543	Mount	PROPN	B-GPE
1544	Mount	PROPN	B-GPE
1545	Mount	PROPN	B-LOC
1546	Mount	PROPN	B-GPE
1547	Mount	PROPN	B-PERSON
1548	oxen	NOUN	O
1549	oxen	NOUN	O
1550	heirs	NOUN	O
1551	purification	NOUN	O
1552	sakes	NOUN	O
1553	sakes	NOUN	O
1554	herbs	NOUN	O
1555	apostles	NOUN	O
1556	apostles	NOUN	O
1557	apostles	NOUN	O
1558	apostles	NOUN	O
1559	apostles	NOUN	O
1560	launderer	NOUN	O
1561	launderer	NOUN	O
1562	knee	NOUN	O
1563	knee	NOUN	O
1564	reign	NOUN	O
1565	reign	NOUN	O
1566	keepers	NOUN	O
1567	hills	NOUN	O
1568	Beth	PROPN	B-PERSON
1569	Beth	PROPN	B-PERSON
1570	Beth	PROPN	B-LOC
1571	lamp	NOUN	O
1572	scroll	NOUN	O
1573	prostitution	NOUN	O
1574	prostitution	NOUN	O
1575	departure	NOUN	O
1576	corruption	NOUN	O
1577	famine	NOUN	O
1578	famine	NOUN	O
1579	famine	NOUN	O
1580	dream	NOUN	O
1581	captive	ADJ	O
1582	doors	NOUN	O
1583	Ethiopians	PROPN	S-NORP
1584	Ethiopians	PROPN	S-NORP
1585	incense	NOUN	O
1586	incense	NOUN	O
1587	incense	NOUN	O
1588	incense	NOUN	O
1589	weariness	NOUN	O
1590	Solomon	PROPN	S-PERSON
1591	Solomon	PROPN	S-PERSON
1592	Solomon	PROPN	S-PERSON
1593	Solomon	PROPN	S-PERSON
1594	Solomon	PROPN	S-PERSON
1595	wizards	NOUN	O
1596	lawgiver	NOUN	O
1597	lawgiver	NOUN	O
1598	lawgiver	NOUN	O
1599	contempt	NOUN	O
1600	season	VERB	O
1601	season	NOUN	S-DATE
1602	regard	VERB	O
1603	expenses	NOUN	O
1604	hailstones	NOUN	O
1605	hailstones	NOUN	O
1606	vineyard	NOUN	O
1607	vineyard	NOUN	O
1608	vineyard	NOUN	O
1609	Husbands	NOUN	O
1610	ventures	VERB	O
1611	worshippers	NOUN	O
1612	worshippers	NOUN	O
1613	tower	NOUN	O
1614	nursing	NOUN	O
1615	overseer	NOUN	O
1616	overseer	NOUN	O
1617	avenger	NOUN	O
1618	avenger	NOUN	O
1619	compassion	NOUN	O
1620	cursing	VERB	O
1621	unfaithfulness	NOUN	O
1622	minister	VERB	O
1623	ambassador	NOUN	O
1624	cutters	NOUN	O
1625	Abel	PROPN	I-PERSON
1626	Abel	PROPN	S-PERSON
1627	byword	NOUN	O
1628	byword	NOUN	O
1629	byword	NOUN	O
1630	byword	NOUN	O
1631	byword	NOUN	O
1632	sufferings	NOUN	O
1633	trumpet	NOUN	O
1634	fortieth	ADJ	I-DATE
1635	inscription	NOUN	O
1636	vessels	NOUN	O
1637	vessels	NOUN	O
1638	vessels	NOUN	O
1639	expanse	NOUN	O
1640	expanse	NOUN	O
1641	astonishment	NOUN	O
1642	astonishment	NOUN	O
1643	astonishment	NOUN	O
1644	tumbleweed	VERB	O
1645	morning	NOUN	E-TIME
1646	kinsman	NOUN	O
1647	kinsman	NOUN	O
1648	travels	NOUN	O
1649	Scripture	PROPN	S-WORK_OF_ART
1650	Scripture	PROPN	S-WORK_OF_ART
1651	restraint	NOUN	O
1652	guide	NOUN	O
1653	adversaries	NOUN	O
1654	adversaries	NOUN	O
1655	adversaries	NOUN	O
1656	adversaries	NOUN	O
1657	wars	NOUN	O
1658	messenger	NOUN	O
1659	lot	NOUN	O
1660	soul	NOUN	O
1661	soul	NOUN	O
1662	district	NOUN	O
1663	Ishmael	PROPN	S-PERSON
1664	Ishmael	PROPN	S-PERSON
1665	Ishmael	PROPN	S-PERSON
1666	Ishmael	PROPN	S-PERSON
1667	Ishmael	PROPN	S-PERSON
1668	spoil	NOUN	O
1669	spoil	NOUN	O
1670	spoil	NOUN	O
1671	spoil	VERB	O
1672	Noah	PROPN	S-PERSON
1673	wombs	NOUN	O
1674	ledges	NOUN	O
1675	reapers	NOUN	O
1676	Chief	PROPN	O
1677	stoops	VERB	O
1678	headbands	NOUN	O
1679	saint	PROPN	O
1680	anything	PRON	O
1681	cleanness	NOUN	O
1682	disputes	NOUN	O
1683	husband	NOUN	O
1684	sacrifices	NOUN	O
1685	sacrifices	NOUN	O
1686	vow	VERB	O
1687	godliness	NOUN	O
1688	reproof	NOUN	O
1689	reproof	NOUN	O
1690	god	NOUN	O
1691	hooks	NOUN	O
1692	Doubtless	ADV	O
1693	Latin	PROPN	S-LANGUAGE
1694	masons	NOUN	O
1695	masons	NOUN	O
1696	hangings	NOUN	O
1697	hangings	NOUN	O
1698	assemblies	NOUN	O
1699	assemblies	NOUN	O
1700	assemblies	NOUN	O
1701	assemblies	NOUN	O
1702	assemblies	NOUN	O
1703	multitude	NOUN	O
1704	multitude	NOUN	O
1705	multitude	NOUN	O
1706	multitude	NOUN	O
1707	multitude	NOUN	O
1708	headdresses	NOUN	O
1709	headdresses	NOUN	O
1710	Hebrew	PROPN	S-LANGUAGE
1711	thighs	NOUN	O
1712	Annas	PROPN	S-PERSON
1713	Annas	PROPN	S-PERSON
1714	Dan	PROPN	S-PERSON
1715	Misery	NOUN	O
1716	Jordan	PROPN	S-GPE
1717	Jordan	PROPN	S-GPE
1718	Jordan	PROPN	S-GPE
1719	Jordan	PROPN	S-GPE
1720	Jordan	PROPN	S-GPE
1721	abomination	NOUN	O
1722	statutes	NOUN	O
1723	statutes	NOUN	O
1724	statutes	NOUN	O
1725	statutes	NOUN	O
1726	statutes	NOUN	O
1727	lament	VERB	O
1728	lament	VERB	O
1729	Sailing	VERB	O
1730	anguish	NOUN	O
1731	supper	NOUN	O
1732	branch	NOUN	O
1733	collector	NOUN	O
1734	Roman	ADJ	S-NORP
1735	Micah	PROPN	B-PERSON
1736	Micah	PROPN	S-GPE
1737	Micah	PROPN	S-PERSON
1738	sickle	NOUN	O
1739	picks	NOUN	O
1740	separation	NOUN	O
1741	mules	NOUN	O
1742	Media	PROPN	O
1743	keeper	NOUN	O
1744	fatness	NOUN	O
1745	fatness	NOUN	O
1746	deceivers	NOUN	O
1747	deceivers	NOUN	O
1748	Others	NOUN	O
1749	spear	NOUN	O
1750	Armies	PROPN	O
1751	Armies	PROPN	O
1752	Armies	PROPN	E-WORK_OF_ART
1753	Armies	NOUN	E-ORG
1754	Armies	PROPN	O
1755	threshold	NOUN	O
1756	foundations	NOUN	O
1757	foundations	NOUN	O
1758	Isaiah	PROPN	S-PERSON
1759	Isaiah	PROPN	S-PERSON
1760	Isaiah	PROPN	S-PERSON
1761	prophesies	NOUN	O
1762	pillars	NOUN	O
1763	famines	NOUN	O
1764	famines	NOUN	O
1765	ewe	NOUN	O
1766	ewe	NOUN	O
1767	handmaid	NOUN	O
1768	handmaid	NOUN	O
1769	handmaid	NOUN	O
1770	handmaid	NOUN	O
1771	handmaid	NOUN	O
1772	lender	NOUN	O
1773	sanctuaries	NOUN	O
1774	jackals	NOUN	O
1775	Sabbath	PROPN	S-NORP
1776	Sabbath	PROPN	I-DATE
1777	Sabbath	PROPN	I-DATE
1778	Sabbath	PROPN	S-EVENT
1779	Sabbath	PROPN	S-PERSON
1780	suburbs	NOUN	O
1781	mourning	NOUN	O
1782	mourning	NOUN	O
1783	Passover	PROPN	S-EVENT
1784	Passover	PROPN	S-EVENT
1785	Passover	PROPN	S-EVENT
1786	integrity	NOUN	O
1787	testimonies	NOUN	O
1788	testimonies	NOUN	O
1789	pursuers	NOUN	O
1790	pursuers	NOUN	O
1791	partiality	NOUN	O
1792	partiality	NOUN	O
1793	partiality	NOUN	O
1794	partiality	NOUN	O
1795	lightning	NOUN	O
1796	Malta	PROPN	S-GPE
1797	treason	NOUN	O
1798	Judah	PROPN	S-PERSON
1799	Judah	PROPN	S-PERSON
1800	Judah	PROPN	S-PERSON
1801	Judah	PROPN	S-PERSON
1802	Judah	PROPN	S-GPE
1803	Arabians	PROPN	S-NORP
1804	stores	NOUN	O
1805	lusts	NOUN	O
1806	lusts	NOUN	O
1807	slowness	NOUN	O
1808	fightings	NOUN	O
1809	acacia	NOUN	O
1810	acacia	NOUN	O
1811	acacia	NOUN	O
1812	acacia	NOUN	O
1813	acacia	NOUN	O
1814	Simeon	PROPN	S-PERSON
1815	Simeon	PROPN	S-PERSON
1816	Simeon	PROPN	S-PERSON
1817	Simeon	PROPN	S-PERSON
1818	Simeon	PROPN	S-PERSON
1819	log	NOUN	O
1820	log	NOUN	O
1821	log	NOUN	O
1822	pan	NOUN	O
1823	virtue	NOUN	O
1824	sparrows	NOUN	O
1825	imitators	NOUN	O
1826	traffickers	NOUN	O
1827	traffickers	NOUN	O
1828	traffickers	NOUN	O
1829	parable	NOUN	O
1830	parable	NOUN	O
1831	parable	NOUN	O
1832	parable	NOUN	O
1833	parable	NOUN	O
1834	blasphemies	NOUN	O
1835	fatherless	NOUN	O
1836	fatherless	NOUN	O
1837	remnant	NOUN	O
1838	remnant	NOUN	O
1839	remnant	NOUN	O
1840	remnant	NOUN	O
1841	remnant	NOUN	O
1842	dips	VERB	O
1843	necessity	NOUN	O
1844	appointment	NOUN	O
1845	cellar	NOUN	O
1846	oppression	NOUN	O
1847	oppression	NOUN	O
1848	craftsmen	NOUN	O
1849	quiver	NOUN	O
1850	quiver	NOUN	O
1851	Damascus	PROPN	S-GPE
1852	Damascus	PROPN	S-GPE
1853	decree	NOUN	O
1854	decree	NOUN	O
1855	profits	NOUN	O
1856	portions	NOUN	O
1857	fellowship	NOUN	O
1858	mail	NOUN	O
1859	herb	NOUN	O
1860	brick	NOUN	O
1861	wreaths	NOUN	O
1862	frankincense	NOUN	O
1863	frankincense	NOUN	O
1864	frankincense	NOUN	O
1865	frankincense	NOUN	O
1866	frankincense	NOUN	O
1867	rebels	NOUN	O
1868	Lament	NOUN	O
1869	mercies	NOUN	O
1870	mercies	NOUN	O
1871	mercies	NOUN	O
1872	mercies	NOUN	O
1873	mercies	NOUN	O
1874	overseers	NOUN	O
1875	overseers	NOUN	O
1876	petitions	NOUN	O
1877	figs	NOUN	O
1878	Esther	PROPN	S-PERSON
1879	Esther	PROPN	S-PERSON
1880	foreigner	NOUN	O
1881	foreigner	NOUN	O
1882	Multitudes	NOUN	O
1883	Multitudes	NOUN	O
1884	caravans	NOUN	O
1885	parables	NOUN	O
1886	parables	NOUN	O
1887	parables	NOUN	O
1888	parables	NOUN	O
1889	parables	NOUN	O
1890	labors	NOUN	O
1891	doctrine	NOUN	O
1892	doctrine	NOUN	O
1893	doctrine	NOUN	O
1894	Levi	PROPN	S-PERSON
1895	Levi	PROPN	S-PERSON
1896	Levi	PROPN	S-PERSON
1897	Levi	PROPN	S-PERSON
1898	Levi	PROPN	S-PERSON
1899	wind	NOUN	O
1900	adversity	NOUN	O
1901	adversity	NOUN	O
1902	honey	NOUN	O
1903	engravings	NOUN	O
1904	fashion	NOUN	O
1905	forgers	NOUN	O
1906	Macedonia	PROPN	S-GPE
1907	Macedonia	PROPN	S-GPE
1908	Macedonia	PROPN	S-GPE
1909	Macedonia	PROPN	S-GPE
1910	carcass	NOUN	O
1911	Eli	PROPN	S-PERSON
1912	Eli	PROPN	S-PERSON
1913	Eli	PROPN	S-PERSON
1914	rebuke	NOUN	O
1915	rebuke	VERB	O
1916	rebuke	VERB	O
1917	rebuke	NOUN	O
1918	Deliverer	PROPN	O
1919	hypocrisy	NOUN	O
1920	uppermost	ADJ	O
1921	Persians	PROPN	S-NORP
1922	Persians	PROPN	S-NORP
1923	Jehoshaphat	PROPN	S-PERSON
1924	Jehoshaphat	PROPN	S-PERSON
1925	Jehoshaphat	PROPN	S-PERSON
1926	Jehoshaphat	PROPN	S-PERSON
1927	Jehoshaphat	PROPN	S-GPE
1928	Canaan	PROPN	S-PERSON
1929	Canaan	PROPN	S-GPE
1930	Canaan	PROPN	S-GPE
1931	Canaan	PROPN	S-GPE
1932	Canaan	PROPN	S-GPE
1933	snare	NOUN	O
1934	atonement	NOUN	O
1935	atonement	NOUN	O
1936	atonement	NOUN	O
1937	atonement	NOUN	O
1938	atonement	NOUN	O
1939	steadfastness	NOUN	O
1940	steadfastness	NOUN	O
1941	Jericho	PROPN	S-GPE
1942	Jericho	PROPN	S-GPE
1943	Jericho	PROPN	S-GPE
1944	Jericho	PROPN	S-LOC
1945	Jericho	PROPN	S-PERSON
1946	flocks	NOUN	O
1947	Elisha	PROPN	S-PERSON
1948	Elisha	PROPN	S-GPE
1949	Elisha	PROPN	S-PERSON
1950	Elisha	PROPN	S-PERSON
1951	Elisha	PROPN	S-PERSON
1952	synagogues	NOUN	O
1953	synagogues	NOUN	O
1954	synagogues	NOUN	O
1955	synagogues	NOUN	O
1956	synagogues	NOUN	O
1957	Goliath	PROPN	B-PERSON
1958	aroma	NOUN	O
1959	humility	NOUN	O
1960	conscience	NOUN	O
1961	conscience	NOUN	O
1962	scales	NOUN	O
1963	cords	NOUN	O
1964	pinnacle	NOUN	O
1965	rottenness	NOUN	O
1966	rottenness	NOUN	O
1967	statute	NOUN	O
1968	evildoer	NOUN	O
1969	towns	NOUN	O
1970	Crucify	VERB	O
1971	ravages	VERB	O
1972	acquaintances	NOUN	O
1973	turtledoves	NOUN	O
1974	tops	NOUN	O
1975	Nehemiah	PROPN	S-PERSON
1976	Nehemiah	PROPN	S-PERSON
1977	Nehemiah	PROPN	S-NORP
1978	boil	NOUN	O
1979	tormentors	NOUN	O
1980	Baal	PROPN	S-PERSON
1981	Baal	PROPN	B-PERSON
1982	Baal	PROPN	B-PERSON
1983	Baal	PROPN	E-FAC
1984	Baal	PROPN	S-PERSON
1985	sackcloth	NOUN	O
1986	sackcloth	NOUN	O
1987	sackcloth	NOUN	O
1988	sackcloth	NOUN	O
1989	sackcloth	NOUN	O
1990	wardrobe	NOUN	O
1991	Zion	PROPN	E-LOC
1992	Zion	PROPN	S-GPE
1993	Zion	PROPN	S-GPE
1994	Zion	PROPN	E-GPE
1995	Zion	PROPN	S-GPE
1996	thirsts	VERB	O
1997	gutters	NOUN	O
1998	builders	NOUN	O
1999	immorality	NOUN	O
2000	veil	NOUN	O
2001	lyre	NOUN	O
2002	lyre	NOUN	O
2003	lyre	NOUN	O
2004	lyre	NOUN	O
2005	Yahweh	PROPN	S-PERSON
2006	Yahweh	PROPN	S-PERSON
2007	Yahweh	PROPN	O
2008	Yahweh	PROPN	O
